train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [A-vs-random] game 14425/40000 (total 14425)
  [A-vs-random] game 14450/40000 (total 14450)
  [A-vs-random] game 14475/40000 (total 14475)
  [A-vs-random] game 14500/40000 (total 14500)
  [A-vs-random] game 14525/40000 (total 14525)
  [A-vs-random] game 14550/40000 (total 14550)
  [A-vs-random] game 14575/40000 (total 14575)
  [A-vs-random] game 14600/40000 (total 14600)
  [A-vs-random] game 14625/40000 (total 14625)
  [A-vs-random] game 14650/40000 (total 14650)
  [A-vs-random] game 14675/40000 (total 14675)
  [A-vs-random] game 14700/40000 (total 14700)
  [A-vs-random] game 14725/40000 (total 14725)
  [A-vs-random] game 14750/40000 (total 14750)
  [A-vs-random] game 14775/40000 (total 14775)
  [A-vs-random] game 14800/40000 (total 14800)
  [A-vs-random] game 14825/40000 (total 14825)
  [A-vs-random] game 14850/40000 (total 14850)
  [A-vs-random] game 14875/40000 (total 14875)
  [A-vs-random] game 14900/40000 (total 14900)
  [A-vs-random] game 14925/40000 (total 14925)
  [A-vs-random] game 14950/40000 (total 14950)
  [A-vs-random] game 14975/40000 (total 14975)
  [A-vs-random] game 15000/40000 (total 15000)
  [A-vs-random] game 15025/40000 (total 15025)
  [A-vs-random] game 15050/40000 (total 15050)
  [A-vs-random] game 15075/40000 (total 15075)
  [A-vs-random] game 15100/40000 (total 15100)
  [A-vs-random] game 15125/40000 (total 15125)
  [A-vs-random] game 15150/40000 (total 15150)
  [A-vs-random] game 15175/40000 (total 15175)
  [A-vs-random] game 15200/40000 (total 15200)
  [A-vs-random] game 15225/40000 (total 15225)
  [A-vs-random] game 15250/40000 (total 15250)
  [A-vs-random] game 15275/40000 (total 15275)
  [A-vs-random] game 15300/40000 (total 15300)
  [A-vs-random] game 15325/40000 (total 15325)
  [A-vs-random] game 15350/40000 (total 15350)
  [A-vs-random] game 15375/40000 (total 15375)
  [A-vs-random] game 15400/40000 (total 15400)
  [A-vs-random] game 15425/40000 (total 15425)
  [A-vs-random] game 15450/40000 (total 15450)
  [A-vs-random] game 15475/40000 (total 15475)
  [A-vs-random] game 15500/40000 (total 15500)
  [A-vs-random] game 15525/40000 (total 15525)
  [A-vs-random] game 15550/40000 (total 15550)
  [A-vs-random] game 15575/40000 (total 15575)
  [A-vs-random] game 15600/40000 (total 15600)
  [A-vs-random] game 15625/40000 (total 15625)
  [A-vs-random] game 15650/40000 (total 15650)
  [A-vs-random] game 15675/40000 (total 15675)
  [A-vs-random] game 15700/40000 (total 15700)
  [A-vs-random] game 15725/40000 (total 15725)
  [A-vs-random] game 15750/40000 (total 15750)
  [A-vs-random] game 15775/40000 (total 15775)
  [A-vs-random] game 15800/40000 (total 15800)
  [A-vs-random] game 15825/40000 (total 15825)
  [A-vs-random] game 15850/40000 (total 15850)
  [A-vs-random] game 15875/40000 (total 15875)
  [A-vs-random] game 15900/40000 (total 15900)
  [A-vs-random] game 15925/40000 (total 15925)
  [A-vs-random] game 15950/40000 (total 15950)
  [A-vs-random] game 15975/40000 (total 15975)
  [A-vs-random] game 16000/40000 (total 16000)
  eval@16000: 92.5% vs random
  [A-vs-random] game 16025/40000 (total 16025)
  [A-vs-random] game 16050/40000 (total 16050)
  [A-vs-random] game 16075/40000 (total 16075)
  [A-vs-random] game 16100/40000 (total 16100)
  [A-vs-random] game 16125/40000 (total 16125)
  [A-vs-random] game 16150/40000 (total 16150)
  [A-vs-random] game 16175/40000 (total 16175)
  [A-vs-random] game 16200/40000 (total 16200)
  [A-vs-random] game 16225/40000 (total 16225)
  [A-vs-random] game 16250/40000 (total 16250)
  [A-vs-random] game 16275/40000 (total 16275)
  [A-vs-random] game 16300/40000 (total 16300)
  [A-vs-random] game 16325/40000 (total 16325)
  [A-vs-random] game 16350/40000 (total 16350)
  [A-vs-random] game 16375/40000 (total 16375)
  [A-vs-random] game 16400/40000 (total 16400)
  [A-vs-random] game 16425/40000 (total 16425)
  [A-vs-random] game 16450/40000 (total 16450)
  [A-vs-random] game 16475/40000 (total 16475)
  [A-vs-random] game 16500/40000 (total 16500)
  [A-vs-random] game 16525/40000 (total 16525)
  [A-vs-random] game 16550/40000 (total 16550)
  [A-vs-random] game 16575/40000 (total 16575)
  [A-vs-random] game 16600/40000 (total 16600)
  [A-vs-random] game 16625/40000 (total 16625)
  [A-vs-random] game 16650/40000 (total 16650)
  [A-vs-random] game 16675/40000 (total 16675)
  [A-vs-random] game 16700/40000 (total 16700)
  [A-vs-random] game 16725/40000 (total 16725)
  [A-vs-random] game 16750/40000 (total 16750)
  [A-vs-random] game 16775/40000 (total 16775)
  [A-vs-random] game 16800/40000 (total 16800)
  [A-vs-random] game 16825/40000 (total 16825)
  [A-vs-random] game 16850/40000 (total 16850)
  [A-vs-random] game 16875/40000 (total 16875)
  [A-vs-random] game 16900/40000 (total 16900)
  [A-vs-random] game 16925/40000 (total 16925)
  [A-vs-random] game 16950/40000 (total 16950)
  [A-vs-random] game 16975/40000 (total 16975)
  [A-vs-random] game 17000/40000 (total 17000)
  [A-vs-random] game 17025/40000 (total 17025)
  [A-vs-random] game 17050/40000 (total 17050)
  [A-vs-random] game 17075/40000 (total 17075)
  [A-vs-random] game 17100/40000 (total 17100)
  [A-vs-random] game 17125/40000 (total 17125)
  [A-vs-random] game 17150/40000 (total 17150)
  [A-vs-random] game 17175/40000 (total 17175)
  [A-vs-random] game 17200/40000 (total 17200)
  [A-vs-random] game 17225/40000 (total 17225)
  [A-vs-random] game 17250/40000 (total 17250)
  [A-vs-random] game 17275/40000 (total 17275)
  [A-vs-random] game 17300/40000 (total 17300)
  [A-vs-random] game 17325/40000 (total 17325)
  [A-vs-random] game 17350/40000 (total 17350)
  [A-vs-random] game 17375/40000 (total 17375)
  [A-vs-random] game 17400/40000 (total 17400)
  [A-vs-random] game 17425/40000 (total 17425)
  [A-vs-random] game 17450/40000 (total 17450)
  [A-vs-random] game 17475/40000 (total 17475)
  [A-vs-random] game 17500/40000 (total 17500)
  [A-vs-random] game 17525/40000 (total 17525)
  [A-vs-random] game 17550/40000 (total 17550)
  [A-vs-random] game 17575/40000 (total 17575)
  [A-vs-random] game 17600/40000 (total 17600)
  [A-vs-random] game 17625/40000 (total 17625)
  [A-vs-random] game 17650/40000 (total 17650)
  [A-vs-random] game 17675/40000 (total 17675)
  [A-vs-random] game 17700/40000 (total 17700)
  [A-vs-random] game 17725/40000 (total 17725)
  [A-vs-random] game 17750/40000 (total 17750)
  [A-vs-random] game 17775/40000 (total 17775)
  [A-vs-random] game 17800/40000 (total 17800)
  [A-vs-random] game 17825/40000 (total 17825)
  [A-vs-random] game 17850/40000 (total 17850)
  [A-vs-random] game 17875/40000 (total 17875)
  [A-vs-random] game 17900/40000 (total 17900)
  [A-vs-random] game 17925/40000 (total 17925)
  [A-vs-random] game 17950/40000 (total 17950)
  [A-vs-random] game 17975/40000 (total 17975)
  [A-vs-random] game 18000/40000 (total 18000)
  eval@18000: 97.5% vs random
  [A-vs-random] game 18025/40000 (total 18025)
  [A-vs-random] game 18050/40000 (total 18050)
  [A-vs-random] game 18075/40000 (total 18075)
  [A-vs-random] game 18100/40000 (total 18100)
  [A-vs-random] game 18125/40000 (total 18125)
  [A-vs-random] game 18150/40000 (total 18150)
  [A-vs-random] game 18175/40000 (total 18175)
  [A-vs-random] game 18200/40000 (total 18200)
  [A-vs-random] game 18225/40000 (total 18225)
  [A-vs-random] game 18250/40000 (total 18250)
  [A-vs-random] game 18275/40000 (total 18275)
  [A-vs-random] game 18300/40000 (total 18300)
  [A-vs-random] game 18325/40000 (total 18325)
  [A-vs-random] game 18350/40000 (total 18350)
  [A-vs-random] game 18375/40000 (total 18375)
  [A-vs-random] game 18400/40000 (total 18400)
  [A-vs-random] game 18425/40000 (total 18425)
  [A-vs-random] game 18450/40000 (total 18450)
  [A-vs-random] game 18475/40000 (total 18475)
  [A-vs-random] game 18500/40000 (total 18500)
  [A-vs-random] game 18525/40000 (total 18525)
  [A-vs-random] game 18550/40000 (total 18550)
  [A-vs-random] game 18575/40000 (total 18575)
  [A-vs-random] game 18600/40000 (total 18600)
  [A-vs-random] game 18625/40000 (total 18625)
  [A-vs-random] game 18650/40000 (total 18650)
  [A-vs-random] game 18675/40000 (total 18675)
  [A-vs-random] game 18700/40000 (total 18700)
  [A-vs-random] game 18725/40000 (total 18725)
  [A-vs-random] game 18750/40000 (total 18750)
  [A-vs-random] game 18775/40000 (total 18775)
  [A-vs-random] game 18800/40000 (total 18800)
  [A-vs-random] game 18825/40000 (total 18825)
  [A-vs-random] game 18850/40000 (total 18850)
  [A-vs-random] game 18875/40000 (total 18875)
  [A-vs-random] game 18900/40000 (total 18900)
  [A-vs-random] game 18925/40000 (total 18925)
  [A-vs-random] game 18950/40000 (total 18950)
  [A-vs-random] game 18975/40000 (total 18975)
  [A-vs-random] game 19000/40000 (total 19000)
  [A-vs-random] game 19025/40000 (total 19025)
  [A-vs-random] game 19050/40000 (total 19050)
  [A-vs-random] game 19075/40000 (total 19075)
  [A-vs-random] game 19100/40000 (total 19100)
  [A-vs-random] game 19125/40000 (total 19125)
  [A-vs-random] game 19150/40000 (total 19150)
  [A-vs-random] game 19175/40000 (total 19175)
  [A-vs-random] game 19200/40000 (total 19200)
  [A-vs-random] game 19225/40000 (total 19225)
  [A-vs-random] game 19250/40000 (total 19250)
  [A-vs-random] game 19275/40000 (total 19275)
  [A-vs-random] game 19300/40000 (total 19300)
  [A-vs-random] game 19325/40000 (total 19325)
  [A-vs-random] game 19350/40000 (total 19350)
  [A-vs-random] game 19375/40000 (total 19375)
  [A-vs-random] game 19400/40000 (total 19400)
  [A-vs-random] game 19425/40000 (total 19425)
  [A-vs-random] game 19450/40000 (total 19450)
  [A-vs-random] game 19475/40000 (total 19475)
  [A-vs-random] game 19500/40000 (total 19500)
  [A-vs-random] game 19525/40000 (total 19525)
  [A-vs-random] game 19550/40000 (total 19550)
  [A-vs-random] game 19575/40000 (total 19575)
  [A-vs-random] game 19600/40000 (total 19600)
  [A-vs-random] game 19625/40000 (total 19625)
  [A-vs-random] game 19650/40000 (total 19650)
  [A-vs-random] game 19675/40000 (total 19675)
  [A-vs-random] game 19700/40000 (total 19700)
  [A-vs-random] game 19725/40000 (total 19725)
  [A-vs-random] game 19750/40000 (total 19750)
  [A-vs-random] game 19775/40000 (total 19775)
  [A-vs-random] game 19800/40000 (total 19800)
  [A-vs-random] game 19825/40000 (total 19825)
  [A-vs-random] game 19850/40000 (total 19850)
  [A-vs-random] game 19875/40000 (total 19875)
  [A-vs-random] game 19900/40000 (total 19900)
  [A-vs-random] game 19925/40000 (total 19925)
  [A-vs-random] game 19950/40000 (total 19950)
  [A-vs-random] game 19975/40000 (total 19975)
  [A-vs-random] game 20000/40000 (total 20000)
  eval@20000: 95.0% vs random
  [A-vs-random] game 20025/40000 (total 20025)
  [A-vs-random] game 20050/40000 (total 20050)
  [A-vs-random] game 20075/40000 (total 20075)
  [A-vs-random] game 20100/40000 (total 20100)
  [A-vs-random] game 20125/40000 (total 20125)
  [A-vs-random] game 20150/40000 (total 20150)
  [A-vs-random] game 20175/40000 (total 20175)
  [A-vs-random] game 20200/40000 (total 20200)
  [A-vs-random] game 20225/40000 (total 20225)
  [A-vs-random] game 20250/40000 (total 20250)
  [A-vs-random] game 20275/40000 (total 20275)
  [A-vs-random] game 20300/40000 (total 20300)
  [A-vs-random] game 20325/40000 (total 20325)
  [A-vs-random] game 20350/40000 (total 20350)
  [A-vs-random] game 20375/40000 (total 20375)
  [A-vs-random] game 20400/40000 (total 20400)
  [A-vs-random] game 20425/40000 (total 20425)
  [A-vs-random] game 20450/40000 (total 20450)
  [A-vs-random] game 20475/40000 (total 20475)
  [A-vs-random] game 20500/40000 (total 20500)
  [A-vs-random] game 20525/40000 (total 20525)
  [A-vs-random] game 20550/40000 (total 20550)
  [A-vs-random] game 20575/40000 (total 20575)
  [A-vs-random] game 20600/40000 (total 20600)
  [A-vs-random] game 20625/40000 (total 20625)
  [A-vs-random] game 20650/40000 (total 20650)
  [A-vs-random] game 20675/40000 (total 20675)
  [A-vs-random] game 20700/40000 (total 20700)
  [A-vs-random] game 20725/40000 (total 20725)
  [A-vs-random] game 20750/40000 (total 20750)
  [A-vs-random] game 20775/40000 (total 20775)
  [A-vs-random] game 20800/40000 (total 20800)
  [A-vs-random] game 20825/40000 (total 20825)
  [A-vs-random] game 20850/40000 (total 20850)
  [A-vs-random] game 20875/40000 (total 20875)
  [A-vs-random] game 20900/40000 (total 20900)
  [A-vs-random] game 20925/40000 (total 20925)
  [A-vs-random] game 20950/40000 (total 20950)
  [A-vs-random] game 20975/40000 (total 20975)
  [A-vs-random] game 21000/40000 (total 21000)
  [A-vs-random] game 21025/40000 (total 21025)
  [A-vs-random] game 21050/40000 (total 21050)
  [A-vs-random] game 21075/40000 (total 21075)
  [A-vs-random] game 21100/40000 (total 21100)
  [A-vs-random] game 21125/40000 (total 21125)
  [A-vs-random] game 21150/40000 (total 21150)
  [A-vs-random] game 21175/40000 (total 21175)
  [A-vs-random] game 21200/40000 (total 21200)
  [A-vs-random] game 21225/40000 (total 21225)
  [A-vs-random] game 21250/40000 (total 21250)
  [A-vs-random] game 21275/40000 (total 21275)
  [A-vs-random] game 21300/40000 (total 21300)
  [A-vs-random] game 21325/40000 (total 21325)
  [A-vs-random] game 21350/40000 (total 21350)
  [A-vs-random] game 21375/40000 (total 21375)
  [A-vs-random] game 21400/40000 (total 21400)
  [A-vs-random] game 21425/40000 (total 21425)
  [A-vs-random] game 21450/40000 (total 21450)
  [A-vs-random] game 21475/40000 (total 21475)
  [A-vs-random] game 21500/40000 (total 21500)
  [A-vs-random] game 21525/40000 (total 21525)
  [A-vs-random] game 21550/40000 (total 21550)
  [A-vs-random] game 21575/40000 (total 21575)
  [A-vs-random] game 21600/40000 (total 21600)
  [A-vs-random] game 21625/40000 (total 21625)
  [A-vs-random] game 21650/40000 (total 21650)
  [A-vs-random] game 21675/40000 (total 21675)
  [A-vs-random] game 21700/40000 (total 21700)
  [A-vs-random] game 21725/40000 (total 21725)
  [A-vs-random] game 21750/40000 (total 21750)
  [A-vs-random] game 21775/40000 (total 21775)
  [A-vs-random] game 21800/40000 (total 21800)
  [A-vs-random] game 21825/40000 (total 21825)
  [A-vs-random] game 21850/40000 (total 21850)
  [A-vs-random] game 21875/40000 (total 21875)
  [A-vs-random] game 21900/40000 (total 21900)
  [A-vs-random] game 21925/40000 (total 21925)
  [A-vs-random] game 21950/40000 (total 21950)
  [A-vs-random] game 21975/40000 (total 21975)
  [A-vs-random] game 22000/40000 (total 22000)
  eval@22000: 95.0% vs random
  [A-vs-random] game 22025/40000 (total 22025)
  [A-vs-random] game 22050/40000 (total 22050)
  [A-vs-random] game 22075/40000 (total 22075)
  [A-vs-random] game 22100/40000 (total 22100)
  [A-vs-random] game 22125/40000 (total 22125)
  [A-vs-random] game 22150/40000 (total 22150)
  [A-vs-random] game 22175/40000 (total 22175)
  [A-vs-random] game 22200/40000 (total 22200)
  [A-vs-random] game 22225/40000 (total 22225)
  [A-vs-random] game 22250/40000 (total 22250)
  [A-vs-random] game 22275/40000 (total 22275)
  [A-vs-random] game 22300/40000 (total 22300)
  [A-vs-random] game 22325/40000 (total 22325)
  [A-vs-random] game 22350/40000 (total 22350)
  [A-vs-random] game 22375/40000 (total 22375)
  [A-vs-random] game 22400/40000 (total 22400)
  [A-vs-random] game 22425/40000 (total 22425)
  [A-vs-random] game 22450/40000 (total 22450)
  [A-vs-random] game 22475/40000 (total 22475)
  [A-vs-random] game 22500/40000 (total 22500)
  [A-vs-random] game 22525/40000 (total 22525)
  [A-vs-random] game 22550/40000 (total 22550)
  [A-vs-random] game 22575/40000 (total 22575)
  [A-vs-random] game 22600/40000 (total 22600)
  [A-vs-random] game 22625/40000 (total 22625)
  [A-vs-random] game 22650/40000 (total 22650)
  [A-vs-random] game 22675/40000 (total 22675)
  [A-vs-random] game 22700/40000 (total 22700)
  [A-vs-random] game 22725/40000 (total 22725)
  [A-vs-random] game 22750/40000 (total 22750)
  [A-vs-random] game 22775/40000 (total 22775)
  [A-vs-random] game 22800/40000 (total 22800)
  [A-vs-random] game 22825/40000 (total 22825)
  [A-vs-random] game 22850/40000 (total 22850)
  [A-vs-random] game 22875/40000 (total 22875)
  [A-vs-random] game 22900/40000 (total 22900)
  [A-vs-random] game 22925/40000 (total 22925)
  [A-vs-random] game 22950/40000 (total 22950)
  [A-vs-random] game 22975/40000 (total 22975)
  [A-vs-random] game 23000/40000 (total 23000)
  [A-vs-random] game 23025/40000 (total 23025)
  [A-vs-random] game 23050/40000 (total 23050)
  [A-vs-random] game 23075/40000 (total 23075)
  [A-vs-random] game 23100/40000 (total 23100)
  [A-vs-random] game 23125/40000 (total 23125)
  [A-vs-random] game 23150/40000 (total 23150)
  [A-vs-random] game 23175/40000 (total 23175)
  [A-vs-random] game 23200/40000 (total 23200)
  [A-vs-random] game 23225/40000 (total 23225)
  [A-vs-random] game 23250/40000 (total 23250)
  [A-vs-random] game 23275/40000 (total 23275)
  [A-vs-random] game 23300/40000 (total 23300)
  [A-vs-random] game 23325/40000 (total 23325)
  [A-vs-random] game 23350/40000 (total 23350)
  [A-vs-random] game 23375/40000 (total 23375)
  [A-vs-random] game 23400/40000 (total 23400)
  [A-vs-random] game 23425/40000 (total 23425)
  [A-vs-random] game 23450/40000 (total 23450)
  [A-vs-random] game 23475/40000 (total 23475)
  [A-vs-random] game 23500/40000 (total 23500)
  [A-vs-random] game 23525/40000 (total 23525)
  [A-vs-random] game 23550/40000 (total 23550)
  [A-vs-random] game 23575/40000 (total 23575)
  [A-vs-random] game 23600/40000 (total 23600)
  [A-vs-random] game 23625/40000 (total 23625)
  [A-vs-random] game 23650/40000 (total 23650)
  [A-vs-random] game 23675/40000 (total 23675)
  [A-vs-random] game 23700/40000 (total 23700)
  [A-vs-random] game 23725/40000 (total 23725)
  [A-vs-random] game 23750/40000 (total 23750)
  [A-vs-random] game 23775/40000 (total 23775)
  [A-vs-random] game 23800/40000 (total 23800)
  [A-vs-random] game 23825/40000 (total 23825)
  [A-vs-random] game 23850/40000 (total 23850)
  [A-vs-random] game 23875/40000 (total 23875)
  [A-vs-random] game 23900/40000 (total 23900)
  [A-vs-random] game 23925/40000 (total 23925)
  [A-vs-random] game 23950/40000 (total 23950)
  [A-vs-random] game 23975/40000 (total 23975)
  [A-vs-random] game 24000/40000 (total 24000)
  eval@24000: 100.0% vs random
  [A-vs-random] game 24025/40000 (total 24025)
  [A-vs-random] game 24050/40000 (total 24050)
  [A-vs-random] game 24075/40000 (total 24075)
  [A-vs-random] game 24100/40000 (total 24100)
  [A-vs-random] game 24125/40000 (total 24125)
  [A-vs-random] game 24150/40000 (total 24150)
  [A-vs-random] game 24175/40000 (total 24175)
  [A-vs-random] game 24200/40000 (total 24200)
